WEB;CORREO ELECTRONICO;EVALUACIÓN;Escriba OBSERVACIONES TEXTO;RAZÓN SOCIAL;SUPERVISOR;REGIÓN;DEPARTAMENTO DOMICILIO;CIUDAD DOMICILIO
;;;;CENTRO ACEROS S.A.S.;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;GUARNE-ANTIOQUIA
;;;;CHAMELA SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA
;;;;ASEO TECNICO S.A.S. E.S.P.;SUPERSERVICIOS;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA
;;;;CALA COLOMBIA SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;ITAGUI-ANTIOQUIA
;;;;PRODUCTORA AGROINDUSTRIAL DE COLOMBIA PROAINCO SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA
;;;;ALMACEN MOTOCAMPO S.A;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA
;;;;IFCOSYSTEMS COLOMBIA SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;CALDAS-ANTIOQUIA
;;;;SINERGIATEX SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;LA ESTRELLA-ANTIOQUIA
;;;;COMERCIAL LUX S.A.S;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA
;;;;IMPORTACIONES REYPAR S.A.S;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;ENVIGADO-ANTIOQUIA
;;;;PROMOTORA INMOBILIAIRIA MADERA S.A.S;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA
;;;;SERVICIOS GRUPO BIOS S.A.S.;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;ENVIGADO-ANTIOQUIA
;;;;Equipos Gleason S.A;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA
;;;;KP EMPAQUES FLEXIBLES SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;GUARNE-ANTIOQUIA
;;;;COMERCIALIZADORA INTERNACIONAL CARIBBEAN EXOTICS SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;RIONEGRO-ANTIOQUIA
;;;;ESCALAR DISTRIBUCIONES S.A.S.;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;LA ESTRELLA-ANTIOQUIA
;;;;COLOMBIANA DE VIGILANCIA TECNICA LTDA;SUPERVIGILANCIA;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA
;;;;NUTRICERES SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;RIONEGRO-ANTIOQUIA
;;;;ACCESORIOS Y VALVULAS APOLO SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;GUARNE-ANTIOQUIA
;;;;OCEANIC PAINTS SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA
;;;;TRANSPORTES DE LA SIERRA S.A.S.;SUPERTRANSPORTE;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA
;;;;INVERSIONES CANO PEREZ SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;SAN PEDRO-ANTIOQUIA
;;;;PRODUCTOS ALIMENTICIOS LAS CASERITAS SA;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;SABANETA-ANTIOQUIA
;;;;Universidad Ces;SUPERSALUD;Antioquia;ANTIOQUIA;SABANETA-ANTIOQUIA
;;;;PLASTIBOL DE COLOMBIA SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;RIONEGRO-ANTIOQUIA
;;;;BODEGA DE MODA S.A.S;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;ITAGUI-ANTIOQUIA
;;;;RINCARD SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;BELLO-ANTIOQUIA
;;;;DISTRILECO CAUCASIA SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;CAUCASIA-ANTIOQUIA
;;;;MONA MINAS SA COLOMBIA;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA
;;;;SUMMA SERVICIOS CORPORATIVOS INTEGRALES SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;SABANETA-ANTIOQUIA
;;;;CI CONFECCIONES INDUSTRIALES PARA EXPORTACION SA;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA
;;;;FRIGOCARNES SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA
;;;;CONDUGAS SA BIC;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA
;;;;CONSTRUCTORA SUMAS & RESTAS SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;ENVIGADO-ANTIOQUIA
;;;;MEDICAL SUPP;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;LA ESTRELLA-ANTIOQUIA
;;;;COLTEJER S.A.;SUPERFINANCIERA;Antioquia;ANTIOQUIA;ITAGUI-ANTIOQUIA
;;;;AVERY DENNISON RETAIL INFORMATION SERVICES COLOMBIA S.A.S.;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA
;;;;ORGANIZACION FERKATIO SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;APARTADO-ANTIOQUIA
;;;;MANGLA COMBUSTIBLES SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;TURBO-ANTIOQUIA
;;;;NEGOCIOS Y REPRESENTACIONES S.A.S.;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA
;;;;EVERTEC PLACETOPAY S.A.S.;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA
;;;;GRUPO EMPRESARIALCOMATCOL;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA
;;;;ENERGIA DEL RIO PIEDRAS S.A. E.S.P.;SUPERSERVICIOS;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA
;;;;INCAMETAL S.A.S;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;BELLO-ANTIOQUIA
